mandarin,pinyin_tones,pinyin_no_tones,tones,definition,learning_aid,example,difficulty,time_added
你贵姓？,nĭ guìxìng?,ni guixing?,3 4-4,what is your (family) name (formal),you+expensive+surname?,你贵姓？,3,1693249409
